"result_id","cdm_name","group_name","group_level","strata_name","strata_level","variable_name","variable_level","estimate_name","estimate_type","estimate_value","additional_name","additional_level"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Number records",NA,"count","integer","13907","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Number subjects",NA,"count","integer","2679","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Cohort start date",NA,"min","date","1909-09-18","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Cohort start date",NA,"q25","date","1970-11-01","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Cohort start date",NA,"median","date","1984-04-05","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Cohort start date",NA,"q75","date","2000-02-09","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Cohort start date",NA,"max","date","2019-06-27","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Cohort end date",NA,"min","date","1909-10-02","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Cohort end date",NA,"q25","date","1970-11-23","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Cohort end date",NA,"median","date","1984-04-22","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Cohort end date",NA,"q75","date","2000-02-26","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Cohort end date",NA,"max","date","2019-06-27","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Age",NA,"min","integer","0","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Age",NA,"q25","integer","9","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Age",NA,"median","integer","24","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Age",NA,"q75","integer","42","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Age",NA,"max","integer","108","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Age",NA,"mean","numeric","27.6971309412526","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Age",NA,"sd","numeric","21.4276790052265","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Sex","Female","count","integer","7007","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Sex","Female","percentage","percentage","50.3846983533472","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Sex","Male","count","integer","6900","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Sex","Male","percentage","percentage","49.6153016466528","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Prior observation",NA,"min","integer","29","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Prior observation",NA,"q25","integer","3631","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Prior observation",NA,"median","integer","8943","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Prior observation",NA,"q75","integer","15618","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Prior observation",NA,"max","integer","39792","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Prior observation",NA,"mean","numeric","10302.1341051269","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Prior observation",NA,"sd","numeric","7822.74558627692","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Future observation",NA,"min","integer","0","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Future observation",NA,"q25","integer","6454","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Future observation",NA,"median","integer","12312","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Future observation",NA,"q75","integer","17212","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Future observation",NA,"max","integer","39770","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Future observation",NA,"mean","numeric","12218.1963040196","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Future observation",NA,"sd","numeric","7170.76716922275","overall","overall"
"1","Synthea","cohort_name","acetaminophen","overall","overall","Days in cohort",NA,"min","integer","1","overall","overall"
